game,arm,rewardArm,turn,level,lives,gold,score,tier,adId,message,reward,expiresIn,success
28,NONE,HIGH,44,0,2,1677,1927,"Gamble","Bjaqeqh0","Help defending thrift shoppe in Razordinny from the intruders",94,5,false
28,NONE,HIGH,46,0,2,1627,1927,"Piece of cake","lzUvE4ij","Help defending forest in Ridgecrest from the intruders",98,6,true
28,NONE,HIGH,47,0,2,1725,2025,"Suicide mission","jYnrk69M","Help defending village in Lowecrest from the intruders",66,3,false
28,NONE,NA,49,0,2,1675,2025,"Walk in the park","C5YkNsim","Help defending cave in Lowecaster from the intruders",94,5,true
29,FAST,LOW,0,0,3,0,0,"Piece of cake","4clgnYqF","Help Fionnghall Bristol to reach an agreement with Torbjörn Millard on the matters of disputed chariot",12,7,false
29,FAST,HIGH,1,0,2,0,0,"Piece of cake","gkLeO2Cn","Escort Borislava Harrelson to meadow in Snowmere where they can meet with their long lost pan",64,6,true
29,FAST,HIGH,2,0,2,64,64,"Piece of cake","WqMvGbng","Steal potatoes delivery to Laurentine Harrelson and share some of the profits with the people.",40,5,true
29,FAST,HIGH,4,1,2,4,104,"Quite likely","1pnKLXhL","Create an advertisement campaign for Amandeep Dedrick to promote their potatoes based business",43,3,true
29,FAST,LOW,5,1,2,47,147,"Piece of cake","8K1rBVHV","Help Vašek Atterberry to clean their wagon",3,4,true
29,FAST,NA,6,1,2,50,150,"Piece of cake","754BUPWC","Help Kazimír Rowbottom to sell an unordinary sheep on the local market",14,4,true
29,FAST,LOW,7,1,2,64,164,"Hmmm....","XRXm346B","Rescue Janetta Jenkins from grassland in Thornseed where they are attacked by angry bucket",29,7,true
29,FAST,HIGH,8,1,2,93,193,"Piece of cake","RdH50bdB","Steal chariot delivery to Henry Fairburn and share some of the profits with the people.",72,7,true
29,FAST,LOW,10,2,2,65,265,"Walk in the park","L7e9k9tg","Create an advertisement campaign for Innocent Pritchett to promote their chicken based business",37,6,true
29,FAST,NA,12,3,2,2,302,"Piece of cake","cYe5LkK6","Create an advertisement campaign for Helēna Stevens to promote their cat based business",22,6,true
29,FAST,LOW,13,3,2,24,324,"Walk in the park","bmVx4tHZ","Rescue Marilena Whittle from plains in Metalville where they are attacked by angry potatoes",40,7,true
29,FAST,HIGH,14,3,2,64,364,"Quite likely","nTjIR2yD","Steal potatoes from Ans English",127,7,false
29,FAST,HIGH,16,3,2,14,364,"Walk in the park","rkZarHm1","Steal clothes from Hiroki Soule",117,5,false
29,FAST,HIGH,17,3,1,14,364,"Quite likely","0ewFHdur","Escort Peppi Trueman to thrift shoppe in Orrinpool where they can meet with their long lost chicken",86,4,true
29,FAST,NA,19,3,2,50,450,"Walk in the park","byndrwiL","Steal weed delivery to Anunciación Dingfelder and share some of the profits with the people.",74,7,false
29,FAST,LOW,21,3,2,0,450,"Piece of cake","8LoqpRYh","Escort Berit Brasher to savannah in Orringill where they can meet with their long lost pot",59,7,true
29,FAST,HIGH,22,3,2,59,509,"Rather detrimental","vl0gM4r0","Investigate Keturah Royceston and find out their relation to the magic house.",190,3,false
29,FAST,LOW,24,3,2,9,509,"Gamble","puIdDF5b","Escort Syarhey Thwaite to meadow in Metalkeep where they can meet with their long lost beer mug",57,5,false
29,FAST,HIGH,25,3,1,9,509,"Walk in the park","RpkRNuRl","Escort Émilie Edgell to peninsula in Razorfirth where they can meet with their long lost turnips",88,4,true
29,FAST,LOW,27,3,2,47,597,"Walk in the park","vdKlG2jy","Rescue Nicolaos Debenham from pasture in Lowecrest where they are attacked by angry house",29,5,true
29,FAST,NA,28,3,2,76,626,"Sure thing","SjHeyQGn","Help defending meadow in Burnshill from the intruders",101,7,true
29,FAST,HIGH,30,4,2,77,727,"Walk in the park","wdf2JanK","Help defending pasture in Fanghole from the intruders",160,4,true
29,FAST,LOW,33,6,2,37,887,"Piece of cake","GG6A18Ba","Help defending pasture in Westmire from the intruders",140,5,true
29,FAST,LOW,34,6,2,177,1027,"Hmmm....","OJnX8AZY","Help defending savannah in Easttown from the intruders",86,3,true
29,FAST,HIGH,35,6,2,263,1113,"Piece of cake","50Ej9yGN","Help defending grassland in Thornfirth from the intruders",171,3,true
29,FAST,HIGH,36,6,2,434,1284,"Piece of cake","MpY8DpUz","Help defending village in Snowburg from the intruders",170,5,true
29,FAST,HIGH,37,6,2,604,1454,"Walk in the park","brdIv8DO","Help defending field in Dornloft from the intruders",157,5,true
29,FAST,HIGH,38,6,2,761,1611,"Hmmm....","3TkC2MFc","Help defending grassland in Sharpwater from the intruders",149,7,true
29,FAST,HIGH,39,6,2,910,1760,"Piece of cake","q8vBBMQ3","Help defending village in Oldheart from the intruders",133,7,true
29,FAST,NA,40,6,2,1043,1893,"Walk in the park","SLjx8GqO","Help defending field in Thornpine from the intruders",123,4,true
29,FAST,HIGH,41,6,2,1166,2016,"Quite likely","SwUDDKjK","Help defending steppe in Millerdean from the intruders",122,7,true
29,FAST,HIGH,42,6,2,1288,2138,"Rather detrimental","V7QOtRDb","Help defending savannah in Eastshore from the intruders",162,5,false
29,FAST,HIGH,44,6,2,1238,2138,"Walk in the park","3CnHkQK5","Help defending steppe in Everbane from the intruders",125,6,false
29,FAST,NA,46,6,2,1188,2138,"Piece of cake","4SzUwoYC","Help defending thrift shoppe in Redcrest from the intruders",93,4,true
29,FAST,NA,47,6,2,1281,2231,"Walk in the park","qLrGZVKt","Help defending foggy riverside in Scalehole from the intruders",112,4,true
29,FAST,LOW,48,6,2,1393,2343,"Rather detrimental","mWecnES4","Help defending island in Redgannon from the intruders",98,7,true
29,FAST,LOW,49,6,2,1491,2441,"Hmmm....","XXPweqoa","Help defending foggy riverside in Lightbury from the intruders",98,6,false
30,NONE,HIGH,0,0,3,0,0,"Quite likely","IXkr8CJc","Create an advertisement campaign for Jodene Leighton to promote their turnips based business",40,7,false
30,NONE,LOW,1,0,2,0,0,"Hmmm....","mcjfPr9d","Help Sita Neville to reach an agreement with Sabia Wylie on the matters of disputed house",16,6,true
30,NONE,HIGH,2,0,2,16,16,"Piece of cake","KuwOELbg","Steal dog delivery to Åsmund Rennold and share some of the profits with the people.",47,6,true
30,NONE,LOW,3,0,2,63,63,"Hmmm....","mBEqlpG3","Create an advertisement campaign for Hina Blackbourne to promote their bucket based business",19,7,true
30,NONE,HIGH,4,0,2,82,82,"Sure thing","9K11VhzO","Help Badr Orange to clean their sheep",10,3,true
30,NONE,NA,5,0,2,92,92,"Piece of cake","nlM8NlBu","Help Frantzisca Ásmundsdóttir to transport a magic chicken to thrift shoppe in Burnsscale",22,6,true
30,NONE,NA,6,0,2,114,114,"Walk in the park","AELJRlZv","Help Gabriëlle Marchand to fix their water",3,3,false
30,NONE,HIGH,8,0,2,64,114,"Quite likely","UsV84p06","Escort Dionísio Shelton to village in Fangwell where they can meet with their long lost bucket",60,6,true
30,NONE,LOW,9,0,2,124,174,"Hmmm....","pcdQzdcm","Create an advertisement campaign for Fitzroy Lesassier to promote their sheep based business",30,4,false
30,NONE,LOW,11,0,2,74,174,"Gamble","CiDMQblY","Create an advertisement campaign for Artturi Odson to promote their house based business",35,3,true
30,NONE,NA,12,0,2,109,209,"Hmmm....","7v66AKQU","Help Ping Kendrick to write their biographical novel about their difficulties with a deranged water",26,7,true
30,NONE,HIGH,13,0,2,135,235,"Gamble","4R5rMf0h","Help Sabahatti̇n Perkins to write their biographical novel about their difficulties with a deranged pot",38,3,true
30,NONE,HIGH,14,0,2,173,273,"Walk in the park","KaOjejzu","Escort Lilija Rodgers to peninsula in Oldcrest where they can meet with their long lost dog",64,7,true
30,NONE,HIGH,15,0,2,237,337,"Quite likely","w2N4L32e","Escort Thora Whittemore to steppe in Millershore where they can meet with their long lost pan",87,6,false
30,NONE,HIGH,17,0,2,187,337,"Gamble","ZBhkkYMb","Escort Sissie Marlowe to plains in Dornsheen where they can meet with their long lost pot",58,4,true
30,NONE,HIGH,18,0,2,245,395,"Piece of cake","9Zjm8TKc","Escort Martyna Blackbourne to thrift shoppe in Orrindale where they can meet with their long lost house",52,5,true
30,NONE,HIGH,19,0,2,297,447,"Piece of cake","CAYbnDSY","Steal cat delivery to Siem Steffen and share some of the profits with the people.",47,7,true
30,NONE,HIGH,20,0,2,344,494,"Piece of cake","1PYbWu5m","Escort Marzio Wortham to field in Metalham where they can meet with their long lost wagon",73,7,true
30,NONE,LOW,21,0,2,417,567,"Piece of cake","eDAPtdC7","Create an advertisement campaign for Kalidasa Gabrielson to promote their pan based business",31,5,true
30,NONE,LOW,22,0,2,448,598,"Gamble","FI9VvNcN","Help Luciana Fletcher to write their biographical novel about their difficulties with a deranged turnips",41,3,false
30,NONE,HIGH,24,0,2,398,598,"Piece of cake","ziWF1V4g","Help defending village in Eastsheen from the intruders",119,4,true
30,NONE,LOW,25,0,2,517,717,"Piece of cake","1VyC8ujU","Help defending field in Greyshaw from the intruders",102,3,true
30,NONE,NA,26,0,2,619,819,"Piece of cake","Vz3pZqt0","Help defending grassland in Burnsfire from the intruders",108,7,true
30,NONE,NA,27,0,2,727,927,"Gamble","jCFfqGrr","Help defending peninsula in Towermoore from the intruders",96,7,false
30,NONE,NA,29,0,2,677,927,"Piece of cake","5eW0Xj41","Help defending savannah in Frostwell from the intruders",104,6,true
30,NONE,NA,30,0,2,781,1031,"Piece of cake","MzlwbryF","Help defending grassland in Bleakton from the intruders",96,7,true
30,NONE,LOW,31,0,2,877,1127,"Suicide mission","D8jnsRx1","Investigate Alena Winston and find out their relation to the magic chicken.",121,3,false
30,NONE,NA,33,0,2,827,1127,"Piece of cake","5L9FMuIp","Help defending steppe in Snowcrest from the intruders",96,4,true
30,NONE,LOW,34,0,2,923,1223,"Hmmm....","rQUTrCUA","Help defending meadow in Whitesheen from the intruders",99,5,true
30,NONE,HIGH,35,0,2,1022,1322,"Hmmm....","BtFYv7wr","Help defending grassland in Lightmountain from the intruders",108,6,false
30,NONE,LOW,37,0,2,972,1322,"Piece of cake","aqYGiNik","Help defending grassland in Bleakshaw from the intruders",76,6,true
30,NONE,HIGH,38,0,2,1048,1398,"Risky","oNkslOEd","Help defending pasture in Towerpine from the intruders",109,4,false
30,NONE,HIGH,40,0,2,998,1398,"Hmmm....","FnfvVvAV","Help defending peninsula in Oldpool from the intruders",88,6,true
30,NONE,LOW,41,0,2,1086,1486,"Walk in the park","emt8Y09n","Help defending savannah in Voidmountain from the intruders",76,7,true
30,NONE,LOW,42,0,2,1162,1562,"Walk in the park","b4KZBSGU","Help defending meadow in Masonsheen from the intruders",89,7,true
30,NONE,HIGH,43,0,2,1251,1651,"Risky","JKZKEwru","Help defending grassland in Eastgill from the intruders",79,7,true
30,NONE,HIGH,44,0,2,1330,1730,"Risky","krKdNJJS","Help defending thrift shoppe in Burnsshaw from the intruders",77,4,true
30,NONE,HIGH,45,0,2,1407,1807,"Quite likely","t21YkrzL","Help defending hill in Strongburg from the intruders",86,7,false
30,NONE,HIGH,47,0,2,1357,1807,"Risky","BNBuhWuA","Help defending field in Fangmountain from the intruders",72,3,false
30,NONE,NA,49,0,2,1307,1807,"Walk in the park","fb4Oo9Mu","Help defending island in Razorville from the intruders",73,4,true
31,FAST,HIGH,0,0,3,0,0,"Piece of cake","YE7VFGd9","Escort Michelina Willard to grassland in Ridgegarden where they can meet with their long lost sheep",74,7,true
31,FAST,LOW,1,0,3,74,74,"Walk in the park","TSFdSwJ7","Create an advertisement campaign for Tivoli Comstock to promote their squirrel based business",21,6,true
31,FAST,HIGH,2,0,3,95,95,"Piece of cake","TmkhH94p","Help Małgosia Akerman to reach an agreement with Charis Paulson on the matters of disputed chicken",11,5,true
31,FAST,LOW,4,1,3,6,106,"Quite likely","Uh5kTMTC","Help Ichiro Patterson to reach an agreement with Vercingetorix Hargrave on the matters of disputed pan",7,3,false
31,FAST,HIGH,5,1,2,6,106,"Piece of cake","aiVgeI2v","Help Sloan Travers to fix their weed",8,3,true
31,FAST,LOW,6,1,2,14,114,"Piece of cake","h0EXUp8r","Help Marquita Patterson to clean their potatoes",4,4,true
31,FAST,LOW,7,1,2,18,118,"Hmmm....","6HGbTeH2","Create an advertisement campaign for Itamar Goody to promote their wagon based business",37,7,true
31,FAST,HIGH,8,1,2,55,155,"Piece of cake","1DwvkNSg","Create an advertisement campaign for Vilko Alexander to promote their weed based business",36,7,true
31,FAST,LOW,9,1,2,91,191,"Piece of cake","QpqyIgzd","Help Fredrika Clifton to reach an agreement with Þone Brittain on the matters of disputed pot",8,4,true
31,FAST,HIGH,10,1,2,99,199,"Piece of cake","TOmV0o9J","Escort Aurea Garfield to thrift shoppe in Ferndale where they can meet with their long lost chicken",86,6,true
31,FAST,LOW,12,2,2,85,285,"Quite likely","qkFFvJBb","Help Ruzha Jónsdóttir to sell an unordinary beer mug on the local market",21,6,true
31,FAST,LOW,14,3,2,6,306,"Piece of cake","cy1kLNfc","Create an advertisement campaign for Kendall Roberts to promote their sheep based business",41,7,true
31,FAST,LOW,15,3,2,47,347,"Walk in the park","MogfnPLP","Rescue Yura Scriven from grassland in Dovedeen where they are attacked by angry horse",35,6,true
31,FAST,HIGH,16,3,2,82,382,"Walk in the park","zE7WLw09","Help Tabby Gladwin to write their biographical novel about their difficulties with a deranged sheep",50,5,false
31,FAST,LOW,18,3,2,32,382,"Walk in the park","Ni06TVwY","Rescue Braelyn Arrington from village in Newgarden where they are attacked by angry pot",27,5,true
31,FAST,HIGH,19,3,2,59,409,"Walk in the park","Ypy1FG5Q","Help György Spurling to write their biographical novel about their difficulties with a deranged pot",52,7,true
31,FAST,HIGH,21,4,2,11,461,"Piece of cake","BhVOyX22","Help defending grassland in Orrinwhyte from the intruders",120,7,true
31,FAST,HIGH,23,5,2,31,581,"Piece of cake","eAn8eYDQ","Help defending peninsula in Highton from the intruders",152,5,true
31,FAST,HIGH,25,6,2,83,733,"Piece of cake","xKydL1nC","Help defending village in Towerdrone from the intruders",191,6,true
31,FAST,HIGH,26,6,2,274,924,"Risky","ZHkgrSyQ","Investigate Julian Marlowe and find out their relation to the magic house.",235,3,false
31,FAST,HIGH,28,6,2,224,924,"Risky","Bvcfv0jj","Investigate Samuilu Abraham and find out their relation to the magic chariot.",229,3,false
31,FAST,LOW,30,6,2,174,924,"Walk in the park","zdslpLFq","Rescue Lutz Fletcher from grassland in Greydrone where they are attacked by angry bucket",59,4,true
31,FAST,NA,31,6,2,233,983,"Piece of cake","Uu484OBy","Rescue Dai Carlyle from plains in Southkeep where they are attacked by angry house",35,5,true
31,FAST,HIGH,32,6,2,268,1018,"Walk in the park","ARBHiTBD","Help defending village in Frostwatch from the intruders",166,4,true
31,FAST,HIGH,33,6,2,434,1184,"Hmmm....","qFLAZ9fs","Help defending village in Metalfair from the intruders",139,7,true
31,FAST,HIGH,34,6,2,573,1323,"Walk in the park","hkqBqiiE","Help defending grassland in Pendean from the intruders",162,5,true
31,FAST,HIGH,35,6,2,735,1485,"Walk in the park","Ez2UeAkn","Help defending grassland in Everkeep from the intruders",176,7,true
31,FAST,HIGH,36,6,2,911,1661,"Piece of cake","ith6C119","Help defending peninsula in Bleakmountain from the intruders",166,7,true
31,FAST,HIGH,37,6,2,1077,1827,"Piece of cake","oykHXMN5","Help defending village in Newmire from the intruders",133,3,true
31,FAST,LOW,38,6,2,1210,1960,"Walk in the park","PmolpVhC","Help defending savannah in Newcaster from the intruders",136,3,true
31,FAST,LOW,39,6,2,1346,2096,"Walk in the park","jCWL71KH","Help defending field in Fernwhyte from the intruders",122,7,false
31,FAST,NA,41,6,2,1296,2096,"Piece of cake","8Ez1CIH4","Help defending peninsula in Millerbane from the intruders",174,6,true
31,FAST,LOW,42,6,2,1470,2270,"Walk in the park","o4AFWuJ1","Help defending plains in Frosthole from the intruders",106,7,true
31,FAST,LOW,43,6,2,1576,2376,"Walk in the park","QPCUCTHF","Help defending thrift shoppe in Blackmountain from the intruders",130,7,true
31,FAST,LOW,44,6,2,1706,2506,"Risky","2AWgVKGY","Help defending hill in Orrinpool from the intruders",141,7,true
31,FAST,LOW,45,6,2,1847,2647,"Piece of cake","fZRn2y5I","Help defending hill in Redseed from the intruders",114,6,true
31,FAST,HIGH,46,6,2,1961,2761,"Piece of cake","clQan3dV","Help defending woodland in Olddean from the intruders",128,6,true
31,FAST,HIGH,47,6,2,2089,2889,"Gamble","nrLPz47H","Help defending cave in Dorndean from the intruders",144,6,false
31,FAST,LOW,49,6,2,2039,2889,"Suicide mission","4PzfQ4q0","Help defending foggy riverside in Dornfirth from the intruders",101,7,false
32,NONE,LOW,0,0,3,0,0,"Sure thing","tVrTu33h","Steal chicken delivery to Kira Woodhams and share some of the profits with the people.",50,7,true
32,NONE,HIGH,1,0,3,50,50,"Hmmm....","KABGePJ8","Escort Jadwiga Emor to field in Redcawl where they can meet with their long lost clothes",69,7,true
32,NONE,HIGH,2,0,3,119,119,"Piece of cake","MzsjmLUC","Help Verónica Strange to transport a magic dog to plains in Ravenshore",18,7,true
32,NONE,HIGH,3,0,3,137,137,"Sure thing","NsY5Qojt","Steal water delivery to Delphinus Rollins and share some of the profits with the people.",65,4,true
32,NONE,LOW,4,0,3,202,202,"Quite likely","Buyjc4is","Help Maurício Armistead to transport a magic weed to thrift shoppe in Darkchester",4,3,false
32,NONE,LOW,5,0,2,202,202,"Piece of cake","qQBSB3gE","Help Ingomar Northrop to reach an agreement with Randa Phillips on the matters of disputed potatoes",10,5,true
32,NONE,HIGH,6,0,2,212,212,"Quite likely","JNNtwy3w","Create an advertisement campaign for Prometheus Atkinson to promote their clothes based business",30,5,false
32,NONE,HIGH,8,0,2,162,212,"Quite likely","Mte7R7zY","Escort Yamikani Johnson to pasture in Stronggarden where they can meet with their long lost potatoes",61,6,true
32,NONE,LOW,9,0,2,223,273,"Sure thing","UaxdtBco","Steal chicken delivery to Morgane Richards and share some of the profits with the people.",40,5,true
32,NONE,HIGH,10,0,2,263,313,"Gamble","yUo7vNi2","Help Elma Winslow to write their biographical novel about their difficulties with a deranged sheep",34,4,true
32,NONE,LOW,11,0,2,297,347,"Sure thing","N4uTeYDB","Steal water delivery to Kjersti Martell and share some of the profits with the people.",46,6,true
32,NONE,LOW,12,0,2,343,393,"Piece of cake","6u2YzCQi","Help Azra Yohe to reach an agreement with Luzia Nielson on the matters of disputed cat",12,4,true
32,NONE,HIGH,13,0,2,355,405,"Piece of cake","dhZEQOl7","Steal sheep delivery to Victòria Rowland and share some of the profits with the people.",60,7,true
32,NONE,LOW,14,0,2,415,465,"Walk in the park","PGA7UWuD","Steal water delivery to Tadej Thrussell and share some of the profits with the people.",48,6,true
32,NONE,LOW,15,0,2,463,513,"Piece of cake","1Nl4Hblc","Create an advertisement campaign for Fróði Woodham to promote their squirrel based business",26,4,true
32,NONE,HIGH,16,0,2,489,539,"Piece of cake","j7Hx5aWK","Escort Rakhi Eymor to pasture in Orrindale where they can meet with their long lost squirrel",54,5,true
32,NONE,LOW,17,0,2,543,593,"Gamble","JJHAeenp","Create an advertisement campaign for Enola Winchester to promote their house based business",28,5,true
32,NONE,LOW,18,0,2,571,621,"Gamble","FHQDwJGQ","Create an advertisement campaign for Anastazja Gylfadóttir to promote their chicken based business",34,3,true
32,NONE,LOW,19,0,2,605,655,"Piece of cake","0psTRAhz","Help Æthelred Ásmundsdóttir to write their biographical novel about their difficulties with a deranged pan",18,4,true
32,NONE,NA,20,0,2,623,673,"Sure thing","cxw7vPAt","Steal super awesome diamond potatoes from Ile Carlisle",170,4,false
32,NONE,LOW,22,0,2,573,673,"Piece of cake","UIZQzDQo","Create an advertisement campaign for Iahel Norwood to promote their chicken based business",25,3,true
32,NONE,LOW,23,0,2,598,698,"Piece of cake","y0rJrQWu","Escort Hannas Rodgers to grassland in Bloodford where they can meet with their long lost wagon",52,5,true
32,NONE,LOW,24,0,2,650,750,"Piece of cake","aCWbfrXO","Help defending thrift shoppe in Orrinscale from the intruders",110,6,true
32,NONE,LOW,25,0,2,760,860,"Piece of cake","QI6zXKRC","Help defending field in Masonshore from the intruders",71,7,true
32,NONE,HIGH,26,0,2,831,931,"Sure thing","YtpArj0D","Steal super awesome diamond pan from Deangelo Brittain",190,5,false
32,NONE,LOW,28,0,2,781,931,"Piece of cake","Tuv6nKk7","Steal super awesome diamond bucket from Sunitha Patterson",166,4,false
32,NONE,LOW,30,0,2,731,931,"Sure thing","e4fkqp1r","Steal super awesome diamond dog from Herakleides Andrewson",161,6,false
32,NONE,HIGH,32,0,2,681,931,"Sure thing","82lj94dZ","Steal super awesome diamond potatoes from Kate Sandford",195,3,false
32,NONE,LOW,34,0,2,631,931,"Hmmm....","ff7oZLEq","Help defending field in Fangfirth from the intruders",78,7,true
32,NONE,HIGH,35,0,2,709,1009,"Piece of cake","HDcv5XnA","Steal super awesome diamond potatoes from Gisela Wootton",169,3,false
32,NONE,HIGH,37,0,2,659,1009,"Piece of cake","QzCxfeA7","Steal super awesome diamond bucket from İzzet Mathewson",155,5,false
32,NONE,HIGH,39,0,2,609,1009,"Sure thing","b9f95tkR","Steal super awesome diamond turnips from 'avima'el Prudhomme",170,6,false
32,NONE,HIGH,41,0,2,559,1009,"Sure thing","HOYOo1o5","Steal super awesome diamond pot from Theodosia Pettigrew",151,3,false
32,NONE,HIGH,43,0,2,509,1009,"Sure thing","QyQ2gXU4","Steal super awesome diamond weed from Yasir Georgeson",195,6,false
32,NONE,LOW,45,0,2,459,1009,"Sure thing","gs7tSlAd","Steal super awesome diamond bucket from Gary Bullard",154,5,false
32,NONE,LOW,47,0,2,409,1009,"Piece of cake","yseOR5mV","Steal super awesome diamond pot from Brandy Sackville",149,6,false
32,NONE,HIGH,49,0,2,359,1009,"Hmmm....","aaGDrexw","Help defending hill in Whiteham from the intruders",80,6,false
33,FAST,LOW,0,0,3,0,0,"Walk in the park","7FaXneVP","Help Yazhu Dickson to fix their sheep",2,7,false
33,FAST,HIGH,1,0,2,0,0,"Piece of cake","DOB60uGG","Escort Sens Hameldon to pasture in Fangpine where they can meet with their long lost pan",59,6,true
33,FAST,HIGH,2,0,2,59,59,"Piece of cake","LhQplfv0","Help Vieno Southers to sell an unordinary water on the local market",23,5,true
33,FAST,HIGH,3,0,2,82,82,"Piece of cake","7h4LmvWr","Help 'aamir Clarkson to sell an unordinary chicken on the local market",31,7,true
33,FAST,HIGH,5,1,2,13,113,"Piece of cake","mpcobRKE","Help Baldo Pierson to reach an agreement with Lior Studwick on the matters of disputed chariot",14,6,true
33,FAST,NA,6,1,2,27,127,"Piece of cake","JGYmXppz","Help Aoife Woodhams to fix their beer mug",1,3,true
33,FAST,LOW,7,1,2,28,128,"Hmmm....","mmbgMUqi","Help Rosalia Courtenay to transport a magic horse to peninsula in Eastburg",21,7,true
33,FAST,LOW,8,1,2,49,149,"Hmmm....","VG1mKdT0","Rescue Jocelyn Barnard from village in Bleakshaw where they are attacked by angry water",30,7,true
33,FAST,LOW,9,1,2,79,179,"Risky","6lzHRPUM","Help Caitlín Stoddard to reach an agreement with Tasoula Hawking on the matters of disputed cat",8,5,false
33,FAST,HIGH,11,1,2,29,179,"Quite likely","5mh77TX8","Create an advertisement campaign for Rhona Willoughby to promote their beer mug based business",34,5,true
33,FAST,NA,12,1,2,63,213,"Walk in the park","KSJ0W08p","Help Vedrana Banister to sell an unordinary water on the local market",33,5,true
33,FAST,NA,13,1,2,96,246,"Quite likely","PM6gkfk5","Steal sheep delivery to Lochlann Jamison and share some of the profits with the people.",56,7,true
33,FAST,HIGH,15,2,2,52,302,"Piece of cake","ZelCC375","Steal horse delivery to Charleen Edduson and share some of the profits with the people.",53,6,true
33,FAST,HIGH,17,3,2,5,355,"Piece of cake","44XaenGb","Steal sheep delivery to Natsuko Albinson and share some of the profits with the people.",50,6,true
33,FAST,LOW,18,3,2,55,405,"Piece of cake","HnOL24CO","Help Kristiane Granger to write their biographical novel about their difficulties with a deranged squirrel",25,3,true
33,FAST,LOW,19,3,2,80,430,"Risky","3TLoZGp1","Create an advertisement campaign for Freddy Beckham to promote their chariot based business",43,7,false
33,FAST,LOW,21,3,2,30,430,"Rather detrimental","TgYqwaZg","Rescue Ithiel Hlöðversson from pasture in Ravenham where they are attacked by angry pot",38,7,false
33,FAST,HIGH,22,3,1,30,430,"Risky","MmoiV2DH","Steal dog from Spiridon Olhouser",87,6,true
33,FAST,HIGH,24,3,2,67,517,"Piece of cake","QzQ7yze5","Help defending meadow in Towerpine from the intruders",146,6,true
33,FAST,NA,27,5,2,13,663,"Piece of cake","i6n4f01W","Escort Kae Bloodworth to plains in Scalespring where they can meet with their long lost chicken",103,3,true
33,FAST,LOW,29,6,2,16,766,"Piece of cake","puG8HTVJ","Help defending plains in Sharpmire from the intruders",123,7,true
33,FAST,LOW,30,6,2,139,889,"Piece of cake","nuHg5i6C","Help defending plains in Voidpine from the intruders",141,6,true
33,FAST,HIGH,31,6,2,280,1030,"Walk in the park","g3NDKKAQ","Help defending steppe in Highburg from the intruders",181,7,true
33,FAST,LOW,32,6,2,461,1211,"Piece of cake","f0TeFvjQ","Help defending pasture in Southfire from the intruders",150,6,true
33,FAST,LOW,33,6,2,611,1361,"Suicide mission","g4WNitrL","Investigate Peninnah Allsopp and find out their relation to the magic clothes.",173,3,false
33,FAST,LOW,35,6,2,561,1361,"Quite likely","3RxmcVoH","Help defending meadow in Orrinmire from the intruders",118,7,false
33,FAST,LOW,37,6,2,511,1361,"Walk in the park","byiBdZ0S","Help defending pasture in Bleakcawl from the intruders",123,6,true
33,FAST,LOW,38,6,2,634,1484,"Piece of cake","MJoMDOHE","Help defending grassland in Snowcaster from the intruders",122,7,true
33,FAST,HIGH,39,6,2,756,1606,"Piece of cake","tXBUtT8a","Help defending grassland in Bleakville from the intruders",170,7,true
33,FAST,HIGH,40,6,2,926,1776,"Walk in the park","7hExYFZT","Help defending savannah in Ravensheen from the intruders",155,6,true
33,FAST,HIGH,41,6,2,1081,1931,"Walk in the park","oNJplv47","Help defending peninsula in Voidmire from the intruders",154,3,true
33,FAST,HIGH,42,6,2,1235,2085,"Piece of cake","staXHBQZ","Help defending village in Redspring from the intruders",144,7,true
33,FAST,LOW,43,6,2,1379,2229,"Walk in the park","MOvYwXXv","Help defending pasture in Westheart from the intruders",94,5,true
33,FAST,LOW,44,6,2,1473,2323,"Suicide mission","u8JYZhyy","Help defending village in Stronggannon from the intruders",125,6,false
33,FAST,LOW,46,6,2,1423,2323,"Suicide mission","JzcTuCeZ","Help defending woodland in Thornspring from the intruders",112,7,false
33,FAST,LOW,48,6,2,1373,2323,"Hmmm....","z1xeGyL2","Help defending church in Towerwater from the intruders",78,7,true
33,FAST,LOW,49,6,2,1451,2401,"Suicide mission","0D5sO4Ns","Help defending cave in Everport from the intruders",101,7,false
34,NONE,LOW,0,0,3,0,0,"Quite likely","R19a4rMt","Help Chrystal Courtier to fix their wagon",10,7,false
34,NONE,LOW,1,0,2,0,0,"Piece of cake","KC6sngKw","Help Natalia Goodwin to clean their cat",2,6,true
34,NONE,LOW,2,0,2,2,2,"Hmmm....","jBV0H2kt","Help Sabela Sergeant to transport a magic clothes to grassland in Fallcawl",20,5,true
34,NONE,HIGH,3,0,2,22,22,"Sure thing","KxmJBZQA","Help Hagop Christians to transport a magic squirrel to pasture in Darkgill",18,7,true
34,NONE,HIGH,4,0,2,40,40,"Quite likely","i2DQgunW","Escort Ina Jeffers to village in Sharpgarden where they can meet with their long lost pan",66,3,false
34,NONE,NA,5,0,1,40,40,"Piece of cake","WiRrKJWD","Create an advertisement campaign for Kayla Aimar to promote their sheep based business",31,7,true
34,NONE,LOW,7,0,2,21,71,"Piece of cake","P4QnA6HC","Help Zelimkhan Fairburn to reach an agreement with Bailey Kynaston on the matters of disputed squirrel",7,7,true
34,NONE,LOW,8,0,2,28,78,"Piece of cake","PbXwux2U","Create an advertisement campaign for Linh Ásmundsdóttir to promote their house based business",35,6,true
